학과구분,세부학과명,학과명,계열ID,학과ID
일반학과,지적학과,지구과학과,4,16
일반학과,지질환경과학과,지구과학과,4,16
일반학과,지구시스템공학과,지구과학과,4,16
일반학과,GIS과,지구과학과,4,16
일반학과,공간(지구)정보전공,지구과학과,4,16
일반학과,지구물리학전공,지구과학과,4,16
일반학과,생물학과,생물학과,4,17
일반학과,해양생물학과,생물학과,4,17
일반학과,바이오동물전공,생물학과,4,17
일반학과,바이오의약학과,생물학과,4,17
일반학과,생물환경학과,생물학과,4,17
일반학과,생화학과,생물학과,4,17
일반학과,미생물학과,생물학과,4,17
일반학과,분자생물학과,생물학과,4,17
일반학과,생물과학과,생물학과,4,17
일반학과,응용(미)생물학과,생물학과,4,17
일반학과,응용생물화학과,생물학과,4,17
일반학과,해양생명학과,생물학과,4,17
일반학과,식량자원학과,자원학과,4,18
일반학과,생명자원공학부,자원학과,4,18
일반학과,임산자원전공,자원학과,4,18
일반학과,동물자원과학과,자원학과,4,18
일반학과,산림자원학과,자원학과,4,18
일반학과,식물자원학과,자원학과,4,18
일반학과,생물자원과학과,자원학과,4,18
일반학과,자원공학과,자원학과,4,18
일반학과,해양자원학과,자원학과,4,18
일반학과,건축학과,건축학과,5,1
일반학과,건축과,건축학과,5,1
일반학과,실내건축학과,건축학과,5,1
일반학과,친환경건축학과,건축학과,5,1
일반학과,건축디자인전공,건축학과,5,1
일반학과,건축리모델링과,건축학과,5,1
일반학과,건축설계전공,건축학과,5,1
일반학과,도시건축학과,건축학과,5,1
일반학과,전통건축학과,건축학과,5,1
일반학과,건축공학과,건축·설비공학과,5,2
일반학과,건축기계설비과,건축·설비공학과,5,2
일반학과,건축시스템공학과,건축·설비공학과,5,2
일반학과,건설환경계열,건축·설비공학과,5,2
일반학과,건축설비과,건축·설비공학과,5,2
일반학과,건축설비소방과,건축·설비공학과,5,2
일반학과,조경학과,조경학과,5,3
일반학과,녹지조경학과,조경학과,5,3
일반학과,환경조경과,조경학과,5,3
일반학과,도시조경과,조경학과,5,3
일반학과,산림조경학과,조경학과,5,3
일반학과,토목공학과,토목공학과,5,4
일반학과,건설시스템공학과,토목공학과,5,4
일반학과,건설환경공학과,토목공학과,5,4
일반학과,철도건설과,토목공학과,5,4
일반학과,토목과,토목공학과,5,4
일반학과,건설환경공학전공,토목공학과,5,4
일반학과,토목조경과,토목공학과,5,4
일반학과,토목환경과,토목공학과,5,4
일반학과,도시공학과,도시공학과,5,5
일반학과,도시건설과,도시공학과,5,5
일반학과,도시정보공학전공,도시공학과,5,5
일반학과,도시계획공학과,도시공학과,5,5
일반학과,교통공학과,지상교통공학과,5,6
일반학과,철도운전시스템과,지상교통공학과,5,6
일반학과,교통시스템공학과,지상교통공학과,5,6
일반학과,물류시스템공학전공,지상교통공학과,5,6
일반학과,철도시설과,지상교통공학과,5,6
일반학과,항공우주공학과,항공학과,5,7
일반학과,항공시스템공학과,항공학과,5,7
일반학과,항공정비학과,항공학과,5,7
일반학과,무인항공(드론)학과,항공학과,5,7
일반학과,항공교통학과,항공학과,5,7
일반학과,항공보안과,항공학과,5,7
일반학과,해양공학과,해양공학과,5,8
일반학과,선박해양공학과,해양공학과,5,8
일반학과,조선해양공학과,해양공학과,5,8
일반학과,조선해양플랜트과,해양공학과,5,8
일반학과,조선기계과,해양공학과,5,8
일반학과,해양학과,해양공학과,5,8
일반학과,해양시스템공학과,해양공학과,5,8
일반학과,기계공학과,기계공학과,5,9
일반학과,냉동공조공학과,기계공학과,5,9
일반학과,기계자동차과,기계공학과,5,9
일반학과,정밀기계공학과,기계공학과,5,9
일반학과,기계설계공학과,기계공학과,5,9
일반학과,기계융합공학과,기계공학과,5,9
일반학과,자동화시스템과,기계공학과,5,9
일반학과,지능로봇과,기계공학과,5,9
일반학과,컴퓨터응용기계과,기계공학과,5,9
일반학과,기계과,기계공학과,5,9
일반학과,금형(설계)과,기계공학과,5,9
일반학과,기계자동화과,기계공학과,5,9
일반학과,금속재료과,재료·금속공학과,5,10
일반학과,재료공학과,재료·금속공학과,5,10
일반학과,제철산업과,재료·금속공학과,5,10
일반학과,나노재료공학전공,재료·금속공학과,5,10
일반학과,금속재료공학과,재료·금속공학과,5,10
일반학과,전자재료공학과,재료·금속공학과,5,10
일반학과,자동차공학과,자동차공학과,5,11
일반학과,미래자동차공학과,자동차공학과,5,11
일반학과,스마트자동차공학과,자동차공학과,5,11
일반학과,자동차튜닝과,자동차공학과,5,11
일반학과,자동차과,자동차공학과,5,11
일반학과,전기자동차과,자동차공학과,5,11
일반학과,자동차설계학과,자동차공학과,5,11
일반학과,지능형자동차전공,자동차공학과,5,11
일반학과,전기공학과,전기공학과,5,12
일반학과,전기전자과,전기공학과,5,12
일반학과,철도전기과,전기공학과,5,12
일반학과,스마트전기전자과,전기공학과,5,12
일반학과,전기과,전기공학과,5,12
일반학과,전기시스템과,전기공학과,5,12
일반학과,전기에너지과,전기공학과,5,12
일반학과,전자공학과,전자공학과,5,13
일반학과,전자전기공학과,전자공학과,5,13
일반학과,디지털전자과,전자공학과,5,13
일반학과,스마트전자과,전자공학과,5,13
일반학과,디스플레이공학과,전자공학과,5,13
일반학과,반도체전자과,전자공학과,5,13
일반학과,융합전자과,전자공학과,5,13
일반학과,정보전자전공,전자공학과,5,13
일반학과,컴퓨터전자공학과,전자공학과,5,13
일반학과,제어계측공학과,제어계측공학과,5,14
일반학과,전기전자제어과,제어계측공학과,5,14
일반학과,전기제어과,제어계측공학과,5,14
일반학과,시스템제어공학과,제어계측공학과,5,14
일반학과,전자제어공학과,제어계측공학과,5,14
일반학과,메카트로닉스공학과,메카트로닉스(기전)공학과,5,15
일반학과,로봇공학과,메카트로닉스(기전)공학과,5,15
일반학과,스마트팩토리과,메카트로닉스(기전)공학과,5,15
일반학과,기계메카트로닉스공학과,메카트로닉스(기전)공학과,5,15
일반학과,로봇자동화과,메카트로닉스(기전)공학과,5,15
일반학과,자동화기계과,메카트로닉스(기전)공학과,5,15
일반학과,안경광학과,(안경)광학과,5,16
일반학과,광공학과,(안경)광학과,5,16
일반학과,나노광전자학과,(안경)광학과,5,16
일반학과,에너지자원공학과,에너지공학과,5,17
일반학과,원자력공학과,에너지공학과,5,17
일반학과,미래에너지공학과,에너지공학과,5,17
일반학과,바이오에너지공학과,에너지공학과,5,17
일반학과,환경에너지공학과,에너지공학과,5,17
일반학과,신재생에너지과,에너지공학과,5,17
일반학과,에너지시스템학과,에너지공학과,5,17
일반학과,에너지화학공학과,에너지공학과,5,17
일반학과,전기에너지공학과,에너지공학과,5,17
일반학과,환경공학과,환경공학과,5,18
일반학과,지구환경과학과,환경공학과,5,18
일반학과,환경보건학과,환경공학과,5,18
일반학과,환경생명공학과,환경공학과,5,18
일반학과,환경시스템공학과,환경공학과,5,18
일반학과,환경학과,환경공학과,5,18
일반학과,생태환경관광학부,환경공학과,5,18
일반학과,해양환경학과,환경공학과,5,18
일반학과,반도체공학과,반도체·세라믹공학과,5,19
일반학과,반도체디스플레이학과,반도체·세라믹공학과,5,19
일반학과,반도체장비공학과,반도체·세라믹공학과,5,19
일반학과,반도체과학전공,반도체·세라믹공학과,5,19
일반학과,반도체시스템공학과,반도체·세라믹공학과,5,19
일반학과,세라믹공학과,반도체·세라믹공학과,5,19
일반학과,섬유소재공학과,섬유공학과,5,20
일반학과,섬유시스템공학과,섬유공학과,5,20
일반학과,섬유비즈니스과,섬유공학과,5,20
일반학과,신소재공학과,신소재공학과,5,21
일반학과,나노신소재공학과,신소재공학과,5,21
일반학과,신소재응용과,신소재공학과,5,21
일반학과,융합소재공학과,신소재공학과,5,21
일반학과,화학신소재학과,신소재공학과,5,21
일반학과,나노소재전공,신소재공학과,5,21
일반학과,바이오소재공학과,신소재공학과,5,21
일반학과,항공신소재전공,신소재공학과,5,21
일반학과,컴퓨터공학과,컴퓨터공학과,5,22
일반학과,멀티미디어공학과,컴퓨터공학과,5,22
일반학과,컴퓨터시스템공학과,컴퓨터공학과,5,22
일반학과,응용시스템학과,컴퓨터공학과,5,22
일반학과,컴퓨터과학전공,컴퓨터공학과,5,22
일반학과,전산학과,컴퓨터공학과,5,22
일반학과,전자계산학과,컴퓨터공학과,5,22
일반학과,디지털콘텐츠과,응용소프트웨어공학과,5,23
일반학과,소프트웨어공학과,응용소프트웨어공학과,5,23
일반학과,스마트소프트웨어과,응용소프트웨어공학과,5,23
일반학과,융합소프트웨어학과,응용소프트웨어공학과,5,23
일반학과,스마트미디어학과,응용소프트웨어공학과,5,23
일반학과,인공지능융합학과,응용소프트웨어공학과,5,23
일반학과,AI소프트웨어전공,응용소프트웨어공학과,5,23
일반학과,게임공학과,게임공학과,5,24
일반학과,게임컨텐츠과,게임공학과,5,24
일반학과,게임학과,게임공학과,5,24
일반학과,게임소프트웨어전공,게임공학과,5,24
일반학과,게임애니메이션과,게임공학과,5,24
일반학과,게임제작과,게임공학과,5,24
일반학과,게임컨설팅과,게임공학과,5,24
일반학과,정보통신공학과,정보·통신공학과,5,25
일반학과,전자정보통신공학과,정보·통신공학과,5,25
일반학과,ICT융합학과,정보·통신공학과,5,25
일반학과,스마트IT학과,정보·통신공학과,5,25
일반학과,IT 융합학과,정보·통신공학과,5,25
일반학과,IT정보제어공학부,정보·통신공학과,5,25
일반학과,전자정보공학과,정보·통신공학과,5,25
일반학과,정보시스템학과,정보·통신공학과,5,25
일반학과,정보보안학과,정보보안·보호학과,5,26
일반학과,정보보호학과,정보보안·보호학과,5,26
일반학과,사이버보안과,정보보안·보호학과,5,26
일반학과,IT 보안과,정보보안·보호학과,5,26
일반학과,산업공학과,산업공학과,5,27
일반학과,산업경영공학과,산업공학과,5,27
일반학과,산업시스템공학과,산업공학과,5,27
일반학과,산업정보공학과,산업공학과,5,27
일반학과,시스템경영공학과,산업공학과,5,27
일반학과,화학공학과,화학공학과,5,28
일반학과,고분자공학과,화학공학과,5,28
일반학과,생명화학공학과,화학공학과,5,28
일반학과,화공생명학과,화학공학과,5,28
일반학과,나노화학공학과,화학공학과,5,28
일반학과,신소재학과,화학공학과,5,28
일반학과,응용화학공학과,화학공학과,5,28
일반학과,화장품학전공,화학공학과,5,28
일반학과,소방방재학과,소방방재학과,5,29
일반학과,소방안전관리학과,소방방재학과,5,29
일반학과,안전공학과,소방방재학과,5,29
일반학과,소방안전공학과,소방방재학과,5,29
일반학과,건설방재공학과,소방방재학과,5,29
일반학과,소방안전학과,소방방재학과,5,29
일반학과,환경방재공학과,소방방재학과,5,29
일반학과,의예과,의학과,6,1
일반학과,의학과,의학과,6,1
일반학과,의학부,의학과,6,1
일반학과,대체의학과,의학과,6,1
일반학과,치의학과,치의학과,6,2
일반학과,치의예과,치의학과,6,2
일반학과,한의학과,한의학과,6,3
일반학과,한의예과,한의학과,6,3
일반학과,간호학과,간호학과,6,4
일반학과,간호과,간호학과,6,4
일반학과,임상간호학과,간호학과,6,4
일반학과,약학과,약학과,6,5
일반학과,약학부,약학과,6,5
일반학과,약학전공,약학과,6,5
일반학과,제약학과,약학과,6,5
일반학과,한약학과,약학과,6,5
일반학과,임상의약학과,약학과,6,5
일반학과,치위생학과,치위생학과,6,6
일반학과,치위생과,치위생학과,6,6
일반학과,보건관리학과,보건관리학과,6,7
일반학과,보건학과,보건관리학과,6,7
일반학과,산업보건학과,보건관리학과,6,7
일반학과,보건환경과,보건관리학과,6,7
일반학과,보건의료과,보건관리학과,6,7
일반학과,임상병리학과,임상병리학과,6,8
일반학과,임상병리과,임상병리학과,6,8
일반학과,방사선학과,방사선학과,6,9
일반학과,방사선과,방사선학과,6,9
일반학과,응급구조학과,응급구조학과,6,10
일반학과,응급구조과,응급구조학과,6,10
일반학과,소방안전구급과,응급구조학과,6,10
일반학과,재활공학과,재활학과,6,11
일반학과,언어재활과,재활학과,6,11
일반학과,직업재활학과,재활학과,6,11
일반학과,언어치료학과,재활학과,6,11
일반학과,보건건강운동관리과,재활학과,6,11
일반학과,심리상담치료학과,재활학과,6,11
일반학과,재활보건관리과,재활학과,6,11
일반학과,미술치료과,재활학과,6,11
일반학과,물리치료학과,물리치료학과,6,12
일반학과,물리치료과,물리치료학과,6,12
일반학과,작업치료학과,작업치료학과,6,13
일반학과,작업치료과,작업치료학과,6,13
일반학과,의용공학과,의료공학(의료장비)과 ,6,14
일반학과,의공학과,의료공학(의료장비)과 ,6,14
일반학과,의료공학과,의료공학(의료장비)과 ,6,14
일반학과,의료시스템전공,의료공학(의료장비)과 ,6,14
일반학과,한방의료공학과,의료공학(의료장비)과 ,6,14
일반학과,치기공학과,치기공학과,6,15
일반학과,치기공과,치기공학과,6,15
일반학과,산업디자인학과,산업디자인학과,7,1
일반학과,제품디자인공학전공,산업디자인학과,7,1
일반학과,색채디자인과,산업디자인학과,7,1
일반학과,제품디자인과,산업디자인학과,7,1
일반학과,시각디자인학과,시각디자인학과,7,2
일반학과,디지털디자인학과,시각디자인학과,7,2
일반학과,멀티미디어디자인학과,시각디자인학과,7,2
일반학과,커뮤니케이션디자인학과,시각디자인학과,7,2
일반학과,광고디자인과,시각디자인학과,7,2
일반학과,시각영상디자인과,시각디자인학과,7,2
일반학과,시각정보디자인전공,시각디자인학과,7,2
일반학과,출판디자인과,시각디자인학과,7,2
일반학과,그래픽디자인학과,시각디자인학과,7,2
일반학과,의상디자인학과,패션디자인학과,7,3
일반학과,패션디자인학과,패션디자인학과,7,3
일반학과,섬유패션디자인전공,패션디자인학과,7,3
일반학과,텍스타일디자인학과,패션디자인학과,7,3
일반학과,섬유디자인전공,패션디자인학과,7,3
일반학과,패션디자인산업학과,패션디자인학과,7,3
일반학과,실내디자인학과,실내디자인학과,7,4
일반학과,공간디자인학과,실내디자인학과,7,4
일반학과,실내건축디자인학과,실내디자인학과,7,4
일반학과,공예과,공예학과,7,5
일반학과,공예디자인학과,공예학과,7,5
일반학과,귀금속보석공예학과,공예학과,7,5
일반학과,도예학과,공예학과,7,5
일반학과,금속공예학과,공예학과,7,5
일반학과,세라믹디자인학과,공예학과,7,5
일반학과,사진학과,사진·영상예술학과,7,6
일반학과,사진영상학과,사진·영상예술학과,7,6
일반학과,공연영상학과,사진·영상예술학과,7,6
일반학과,미디어디자인과,사진·영상예술학과,7,6
일반학과,방송영상과,사진·영상예술학과,7,6
일반학과,영상디자인과,사진·영상예술학과,7,6
일반학과,디지털콘텐츠과,사진·영상예술학과,7,6
일반학과,만화애니메이션학과,만화·애니메이션학과,7,7
일반학과,웹툰창작과,만화·애니메이션학과,7,7
일반학과,만화콘텐츠과,만화·애니메이션학과,7,7
일반학과,만화애니게임학과,만화·애니메이션학과,7,7
일반학과,영상애니메이션과,만화·애니메이션학과,7,7
일반학과,게임영상(콘텐츠)과,만화·애니메이션학과,7,7
일반학과,미용과,뷰티아트과,7,8
일반학과,코디네이션과,뷰티아트과,7,8
일반학과,헤어전공,뷰티아트과,7,8
일반학과,미용예술과,뷰티아트과,7,8
일반학과,뷰티디자인과,뷰티아트과,7,8
일반학과,뷰티아트과,뷰티아트과,7,8
일반학과,피부미용학과,뷰티아트과,7,8
일반학과,뷰티케어과,뷰티아트과,7,8
일반학과,메이크업전공,뷰티아트과,7,8
일반학과,뷰티매니저학과,뷰티아트과,7,8
일반학과,스타일리스트과,뷰티아트과,7,8
일반학과,무용학과,무용학과,7,9
일반학과,무용예술학과,무용학과,7,9
일반학과,발레전공,무용학과,7,9
일반학과,한국무용전공,무용학과,7,9
일반학과,현대무용전공,무용학과,7,9
일반학과,생활무용학과,무용학과,7,9
일반학과,실용무용전공,무용학과,7,9
일반학과,체육학과,체육학과,7,10
일반학과,스포츠(경기)지도학과,체육학과,7,10
일반학과,스포츠산업학과,체육학과,7,10
일반학과,스포츠재활학과,체육학과,7,10
일반학과,사회체육학과,체육학과,7,10
일반학과,생활체육학과,체육학과,7,10
일반학과,운동처방학과,체육학과,7,10
일반학과,스포츠과학과,체육학과,7,10
일반학과,스포츠레저학과,체육학과,7,10
일반학과,골프산업학과,체육학과,7,10
일반학과,태권도과,체육학과,7,10
일반학과,골프과,체육학과,7,10
일반학과,경호학과,경호학과,7,11
일반학과,경호스포츠과,경호학과,7,11
일반학과,경호보안학과,경호학과,7,11
일반학과,경찰무도학과,경호학과,7,11
일반학과,경호비서학과,경호학과,7,11
일반학과,조형학과,조형학과,7,12
일반학과,생활조형디자인학과,조형학과,7,12
일반학과,조소과,조형학과,7,12
일반학과,판화과,조형학과,7,12
일반학과,조각학과,조형학과,7,12
일반학과,미술학과,미술학과,7,13
일반학과,큐레이터전공,미술학과,7,13
일반학과,현대미술전공,미술학과,7,13
일반학과,회화과,미술학과,7,13
일반학과,동양화과,미술학과,7,13
일반학과,서양화과,미술학과,7,13
일반학과,한국화과,미술학과,7,13
일반학과,순수미술과,미술학과,7,13
일반학과,실용미술과,미술학과,7,13
일반학과,아동미술지도학과,미술학과,7,13
일반학과,응용미술학과,미술학과,7,13
일반학과,무대디자인과,연극·영화학과,7,14
일반학과,연극영화학과,연극·영화학과,7,14
일반학과,연극전공,연극·영화학과,7,14
일반학과,영화전공,연극·영화학과,7,14
일반학과,연기예술학과,연극·영화학과,7,14
일반학과,연극영상학과,연극·영화학과,7,14
일반학과,방송영화제작과,연극·영화학과,7,14
일반학과,뮤지컬과,연극·영화학과,7,14
일반학과,방송연예학과,방송·연예과,7,15
일반학과,공연예술과,방송·연예과,7,15
일반학과,모델과,방송·연예과,7,15
일반학과,엔터테인먼트과,방송·연예과,7,15
일반학과,방송기술학과,방송·연예과,7,15
일반학과,방송연기전공,방송·연예과,7,15
일반학과,음악학과,음악학과,7,16
일반학과,국악과,음악학과,7,16
일반학과,기악과,음악학과,7,16
일반학과,관현악과,음악학과,7,16
일반학과,피아노과,음악학과,7,16
일반학과,성악과,음악학과,7,16
일반학과,작곡과,음악학과,7,16
일반학과,공연음악학과,음악학과,7,16
일반학과,실용음악과,실용음악과,7,17
일반학과,생활음악과,실용음악과,7,17
일반학과,뮤직테크놀로지과,실용음악과,7,17
일반학과,뮤직프로덕션과,실용음악과,7,17
일반학과,대중음악과,실용음악과,7,17
일반학과,보컬과,실용음악과,7,17
일반학과,음악콘텐츠학과,실용음악과,7,17
일반학과,음향제작과,음향과,7,18
일반학과,음향과,음향과,7,18
이색학과,푸드코디네이션과,식품/웰빙/여가,A001,10001
이색학과,커피바리스타전공,식품/웰빙/여가,A001,10002
이색학과,리조트개발학과,식품/웰빙/여가,A001,10003
이색학과,국제소믈리에과,식품/웰빙/여가,A001,10004
이색학과,화장품·향수전공,식품/웰빙/여가,A001,10005
이색학과,"축산계열(축산전공, 낙농한우전공, 양돈양계전공)",식품/웰빙/여가,A001,10006
이색학과,호텔조리김치발효과,식품/웰빙/여가,A001,10007
이색학과,관광크루즈승무원과,식품/웰빙/여가,A001,10008
이색학과,웰빙테라피과,식품/웰빙/여가,A001,10009
이색학과,하이브리드전기자동차과,과학/정보통신,A002,10001
이색학과,모바일게임과,과학/정보통신,A002,10002
이색학과,신재생에너지과,과학/정보통신,A002,10003
이색학과,국방과학기술학과,과학/정보통신,A002,10004
이색학과,쇼핑몰디자인창업과,과학/정보통신,A002,10005
이색학과,발명특허학과,과학/정보통신,A002,10006
이색학과,스마트폰컨텐츠과,과학/정보통신,A002,10007
이색학과,시계주얼리과,과학/정보통신,A002,10008
이색학과,유비쿼터스정보응용전공,과학/정보통신,A002,10009
이색학과,풍수명리과,보건의료/교육,A003,10001
이색학과,다문화복지과,보건의료/교육,A003,10002
이색학과,미술치료과,보건의료/교육,A003,10003
이색학과,보건허브과,보건의료/교육,A003,10004
이색학과,게임제작과,문화/예술/스포츠,A004,10001
이색학과,이종격투기전공,문화/예술/스포츠,A004,10002
이색학과,스키스노우보드전공(스포츠레저학과),문화/예술/스포츠,A004,10003
이색학과,플로리스트과,문화/예술/스포츠,A004,10004
이색학과,토이캐릭터디자인전공,문화/예술/스포츠,A004,10005
이색학과,컬러리스트전공,문화/예술/스포츠,A004,10006
이색학과,요가치유학과,문화/예술/스포츠,A004,10007
이색학과,토이캐릭터창작과,문화/예술/스포츠,A004,10008
이색학과,카이로스포츠과,문화/예술/스포츠,A004,10009
이색학과,서비스유통과,문화/예술/스포츠,A004,10010
이색학과,박물관큐레이터과,문화/예술/스포츠,A004,10011
이색학과,골프학과,문화/예술/스포츠,A004,10012
이색학과,격기지도학과,문화/예술/스포츠,A004,10013
이색학과,문화재과,문화/예술/스포츠,A004,10014
이색학과,한옥문화산업과,문화/예술/스포츠,A004,10015
이색학과,카지노과,문화/예술/스포츠,A004,10016
이색학과,승마조련전공,문화/예술/스포츠,A004,10017
이색학과,자동차모터스포츠과,문화/예술/스포츠,A004,10018
이색학과,국방탄약과.방공유도무기과,경영/금융/보안,A005,10001
이색학과,부사관과,경영/금융/보안,A005,10002
이색학과,VMD과,경영/금융/보안,A005,10003
이색학과,콜마케팅과,경영/금융/보안,A005,10004
이색학과,유통프랜차이즈전공,경영/금융/보안,A005,10005
이색학과,교정보호학과,경영/금융/보안,A005,10006
이색학과,자산운용학과,경영/금융/보안,A005,10007
이색학과,자동차손해보상과,경영/금융/보안,A005,10008
이색학과,신발패션산업과,방송/이벤트,A006,10001
이색학과,보석감정딜러&디자인과,방송/이벤트,A006,10002
이색학과,스타일리스트과,방송/이벤트,A006,10003
이색학과,마술학과,방송/이벤트,A006,10004
이색학과,쇼핑호스트과,방송/이벤트,A006,10005
이색학과,분장예술과,방송/이벤트,A006,10006
이색학과,웨딩이벤트과,방송/이벤트,A006,10007
이색학과,안경디자인과,방송/이벤트,A006,10008
이색학과,동물조련이벤트과,방송/이벤트,A006,10009
이색학과,제철산업과,기타,A007,10001
이색학과,장례복지과,기타,A007,10002
이색학과,자동차딜러과,기타,A007,10003
